vöktum,vœxtʏm
afurðaaukning,a:vʏrðaœjhkniŋk
afurðakerfi,a:vʏrðacʰɛrvɪ
afurðanna,a:vʏrðana
afurðasamsetning,a:vʏrðasamsɛhtniŋk
afurðastöð,a:vʏrðastœ:ð
afurðatekjum,a:vʏrðatʰɛ:cʏm
afurðaverð,a:vʏrðavɛrð
afurðir,a:vʏrðɪr
afurðirnar,a:vʏrðɪtnar
afurðum,a:vʏrðʏm
afviknum,avɪhknʏm
afvopna,avɔhpna
afvopnun,avɔhpnʏn
afþakka,afθahka
afþakkað,afθahkað
afþakkaði,afθahkaðɪ
afþreying,afθreijiŋk
afþreyingar,afθreijiŋkar
afþreyingarefni,afθreijiŋkarɛpnɪ
afþreyingu,afθreijiŋkʏ
aga,a:ɣa
agalega,a:ɣalɛɣa
agalegt,a:ɣalɛxt
agaleysi,a:ɣalei:sɪ
Agatha,a:kata
aggagagg,akakak
aggi,acɪ
Aggý,aci
agi,a:jɪ
aginn,a:jɪn
Agli,aklɪ
agn,akn̥
Agna,akna
Agnar,aknar
Agnari,aknarɪ
agnarlítið,aknarli:tɪð
agnarlítil,aknarli:tɪl
Agnars,aknar̥s
Agnarsdóttir,aknar̥stouhtɪr
agnarsmáu,aknarsmau:ʏ
Agnarsson,aknar̥sɔ:n
Agnarssonar,aknar̥sɔ:nar
agnarögn,aknarœkn̥
agndofa,akntɔva
Agnes,aknɛs
agnið,aknɪð
agnir,aknɪr
agúrkunni,a:kur̥kʏnɪ
aha,a:ha
aids,eits
ak,a:k
aka,a:ka
akademíunnar,a:katɛmijʏnar
akandi,a:kantɪ
akfeitur,a:kfeitʏr
aki,a:cɪ
akkeri,ahcɛrɪ
akkilesarhæll,ahcɪlɛsarhajtl̥
akkorð,ahkɔrð
akkur,ahkʏr
akkúrat,ahkurat
aknet,a:kʰnɛt
Akraborginni,a:krapɔrcɪnɪ
akrafjall,a:krafjatl̥
akrahreppi,a:krar̥ɛhpɪ
akrana,a:krana
Akranes,a:kranɛ:s
Akranesapótek,a:kranɛ:sa:poutɛk
Akranesi,a:kranɛ:sɪ
Akraneskirkja,a:kranɛscʰɪr̥ca
Akraneskirkju,a:kranɛscʰɪr̥cʏ
Akraness,a:kranɛs
akrar,a:krar
akrein,a:krein
akreina,a:kreina
akreinar,a:kreinar
akrinum,a:krɪnʏm
Akrópólis,a:kroupoulɪs
akrýldúkur,a:kriltu:kʏr
akstri,akstrɪ
akstur,akstʏr
aksturinn,akstʏrɪn
aksturs,akstʏr̥s
akstursgjald,akstʏr̥scalt
akstursíþróttir,akstʏr̥si:θrouhtɪr
akstursklúbbi,akstʏr̥skʰlupɪ
akstursleiðin,akstʏr̥stlɛjðɪn
aktífir,axtivɪr
aktífur,axtivʏr
aktu,axtʏ
aktygi,a:ktiɪ
akur,a:kʏr
akurbrekku,a:kʏrprɛhkʏ
Akureyrar,a:kʏrei:rar
Akureyrarbæ,a:kʏreirarpai:
Akureyrarbæjar,a:kʏreirarpai:jar
Akureyrarbær,a:kʏreirarpai:r
akureyrarferð,a:kʏrɛjrarfɛrð
akureyrarhöfn,a:kʏrɛjrarhœpn̥
Akureyrarkirkja,a:kʏreirarcʰɪr̥ca
Akureyrarkirkju,a:kʏreirarcʰɪr̥cʏ
Akureyri,a:kʏrei:rɪ
akureyrin,a:kʏrɛ:jrɪn
Akureyringa,a:kʏrei:riŋka
Akureyringar,a:kʏrei:riŋkar
Akurgerði,a:kʏrcɛrðɪ
akurlöndin,a:kʏrtlœntɪn
akuryrkju,a:kʏrɪr̥cʏ
akvegur,a:kʰvɛɣʏr
al,a:l
ala,a:la
Alaska,a:laska
alast,a:last
Albana,alpana
Albanar,alpanar
Albaníu,alpanijʏ
albanska,alpanska
albanskra,alpanskra
albatros,alpatʰrɔs
Albert,alpɛr̥t
Alberts,alpɛr̥ts
Albertsdóttir,alpɛr̥tstouhtɪr
Albertsson,alpɛr̥tsɔ:n
Albertssonar,alper̥tsɔ:nar
albesta,alpɛsta
albjart,alpjar̥t
albjört,alpjœr̥t
albúin,alpuɪn
albúinn,alpuɪn
albúm,alpum
albönsku,alpœnskʏ
alcoa,alkoua
alda,alta
aldamót,altamou:t
aldamótin,altamou:tɪn
aldamótum,altamou:tʏm
aldamótunum,altamou:tɔnʏm
aldanna,altana
aldar,altar
aldaraðir,altaraðɪr
aldarafmæli,altaramailɪ
aldarfjórðung,altarfjourðuŋk
aldarfjórðungi,altarfjourðuɲcɪ
aldarinnar,altarɪnar
aldeilis,alteilɪs
aldimmt,altɪm̥t
aldinkjötið,altɪncʰœ:tɪð
aldir,altɪr
aldirnar,altɪtnar
Aldís,altis
aldna,altna
aldni,altnɪ
aldnir,altnɪr
aldraða,altraða
aldraðir,altraðɪr
aldraðra,altraðra
aldraðri,altraðrɪ
aldraður,altraðʏr
aldrei,altrei
aldri,altrɪ
aldrinum,altrɪnʏm
aldur,altʏr
aldurinn,altʏrɪn
aldurs,altʏr̥s
aldursári,altʏr̥sau:rɪ
aldursdreifing,altʏr̥strɛjviŋk
aldursflokki,altʏr̥sflɔhcɪ
aldursflokkum,altʏr̥sflɔhkʏm
aldursgreina,altʏr̥skrɛjna
aldurshóp,altʏr̥shou:p
aldurshópa,altʏr̥shou:pa
aldurshópar,altʏr̥shou:par
aldurshópi,altʏr̥shou:pɪ
aldurshópnum,altʏr̥shouhpnʏm
aldurshópum,altʏr̥shou:pʏm
aldursmun,altʏr̥smʏ:n
aldursmunur,altʏr̥smʏ:nʏr
aldursstig,altʏr̥stɪɣ
aldurstakmark,altʏr̥sta:kmar̥k
aldurstakmarkið,altʏr̥stakmar̥cɪð
aldurstengds,altʏr̥stɛjŋts
aldurtila,altʏrtɪ:la
alefli,a:lɛplɪ
alein,a:lein
aleina,a:leina
aleini,a:leinɪ
aleinir,a:leinɪr
aleinn,a:leitn̥
alex,a:lɛks
Alexander,a:lɛksantɛr
Alexanders,a:lɛksanter̥s
Alexanderson,a:lɛxsantɛr̥sɔ:n
Alexandersson,a:lɛksanter̥sɔ:n
Alexandra,a:lɛksantra
alfa,alfa
alfadeildinni,alfatɛjltɪnɪ
alfaraleið,alfaralei:ð
alfarið,alfarɪð
alfonso,alfɔnsɔ
Alfreð,alfrɛð
Alfreðs,alfrɛðs
Alfreðsdóttir,alfrɛðstouhtɪr
Alfreðsson,alfrɛðsɔ:n
alfreðssonar,alfrɛðsɔ:nar
alfræðiorðabókin,alfrajðɪɔrðapɔ:ucɪn
alfræðiriti,alfrajðɪrɪ:tɪ
algegnt,alcɛjŋ̥t
Algeirsborg,alceir̥spɔrk
algeng,alceiŋk
algenga,alcɛjŋka
algengan,alcɛjŋkan
algengar,alceiŋkar
algengara,alceiŋkara
algengari,alceiŋkarɪ
algengast,alceiŋkast
algengasta,alceiŋkasta
algengastar,alcɛjŋkastar
algengi,alcɛjɲcɪ
algengir,alceiɲcɪr
algengra,alcɛjŋkra
algengt,alceiŋ̊t
algengum,alceiŋkʏm
algengur,alceiŋkʏr
algengust,alceiŋkʏst
algengustu,alceiŋkʏstʏ
alger,alcɛr
algera,alcɛra
algerar,alcɛrar
algerlega,alcɛrlɛɣa
algerrar,alcɛrar
algerri,alcɛrɪ
algert,alcɛr̥t
algeru,alcɛrʏ
algild,alcɪlt
algilt,alcɪl̥t
algjör,alcœr
algjöra,alcœra
algjöran,alcœran
algjörlega,alcœrlɛɣa
algjörri,alcœrɪ
algjört,alcœr̥t
algjöru,alcœrʏ
algjörum,alcœrʏm
algleymi,alkleimɪ
algleymingi,alkleimiɲcɪ
algóðan,alkouðan
algóður,alkouðʏr
algróin,alkrouɪn
algyðishofið,alkɪðɪshɔ:vɪð
alheimi,a:lhɛjmɪ
alheiminn,a:lheimɪn
alheiminum,a:lheimɪnʏm
alheims,a:lhɛjms
alheimsins,a:lheimsɪns
alheimurinn,a:lheimʏrɪn
alhliða,al̥ɪða
alhug,a:l̥ʏɣ
alhuga,a:lhʏɣa
alhvítur,a:lkʰvitʏr
ali,a:lɪ
alið,a:lɪð
alin,a:lɪn
alinn,a:lɪn
alist,a:lɪst
alkahóli,alkʰahɔ:ulɪ
alkalí,alkʰali
alkalírafhlöður,alkʰalirafl̥œðʏr
alklædd,alklait
alkominn,alkʰɔmɪn
alkóa,alkoua
alkóhólista,al̥kouhoulɪsta
alkunna,alkʏna
alkunnri,alkʰʏnrɪ
alkunnu,alkʏnʏ
all,atl̥
alla,atla
allajafna,atlajapna
allan,atlan
allar,atlar
allavega,atlavɛɣa
allavegana,atlavɛkana
allflestra,atl̥flɛstra
allflóknu,atl̥flouhknʏ
allforhertur,atl̥fɔ:rhɛr̥tʏr
allgóður,atl̥kɔ:uðʏr
allhressilega,atl̥r̥ɛsɪlɛɣa
Alli,alɪ
allir,atlɪr
alllangt,atlaŋ̊t
alllengi,atleiɲcɪ
allliðlegan,atlɪðlɛɣan
allmargar,atl̥markar
allmargir,atl̥marɲcɪr
allmikið,atl̥mɪɲcɪð
allmörg,atl̥mœrk
allmörgum,atl̥mœrkʏm
allnáið,atl̥nauɪð
allnokkra,atl̥nɔhkra
allnokkrar,atl̥nɔhkrar
allnokkrum,atl̥nɔhkrʏm
allnokkuð,atl̥nɔhkʏð
allnokkur,atl̥nɔhkʏr
alloft,atlɔft
allra,atl̥ra
Allrahanda,atl̥rahanta
allrar,atl̥rar
allravestast,atlravɛstast
allri,atl̥rɪ
alls,als
allsber,alspɛr
allsberir,alspɛrɪr
allsendis,alsɛntɪs
allsherjar,alshɛrjar
allsherjarnefndin,alshɛrjarnɛmtɪn
allsherjarsál,alshɛrjarsau:l
allsherjartákn,alshɛrjartʰauhkn̥
allsherjarþinginu,alshɛrjarθiɲcɪnʏ
allskonar,alskɔnar
allskostar,alskɔstar
allskyns,alscɪns
allsráðandi,alsrauðantɪ
allstaðar,alstaðar
allstóran,atl̥stou:ran
allstórir,atlstɔ:urɪr
allt,al̥t
alltaf,al̥tav
alltént,atl̥tjɛn̥t
alltof,al̥tɔv
alltsvo,al̥tsɔ
alltumlykjandi,al̥tʏmlɪcantɪ
allur,atlʏr
allvel,atl̥vɛ:l
allveruleg,atl̥vɛ:rʏlɛɣ
allverulega,atl̥vɛ:rʏlɛɣa
allverulegt,atl̥vɛ:rʏlɛxt
Alma,alma
almanak,almana:k
almanaki,almana:cɪ
almanakið,almana:cɪð
almannafé,almanafjɛ:
almannafæri,almanafai:rɪ
Almannagjá,almanacau:
almannahagsmunir,almanahaxsmʏnɪr
almannaheilla,almanahɛjtla
Almannaskarð,almanaskarð
almannatenglar,almanatʰɛjŋlar
almannatengsl,almanatʰɛjŋstl̥
almannatrygginga,almanatrɪciŋka
almannatryggingar,almanatrɪciŋkar
almannavarna,almanavartna
almannavarnir,almanavartnɪr
Almar,almar
Almarsson,almar̥sɔ:n
almáttugan,almauhtʏɣan
almáttugs,almauhtʏxs
almáttugur,almauhtʏɣʏr
almenn,almɛn
almenna,almɛna
almennan,almɛnan
almennar,almɛnar
almennari,almɛnarɪ
almenni,almɛnɪ
almennileg,almɛnɪlɛɣ
almennilega,almɛnɪlɛɣa
almennilegan,almɛnɪlɛɣan
almennilegir,almɛnɪlei:jɪr
almennilegt,almɛnɪlɛxt
almennilegum,almɛnɪlɛɣʏm
almennilegur,almɛnɪlɛɣʏr
almenning,almɛniŋk
almenningi,almɛniɲcɪ
almenninginn,almɛniɲcɪn
almenningnum,almɛniŋknʏm
almennings,almɛniŋks
almenningsálitið,almɛniŋksau:lɪtɪð
almenningsbókasöfn,almɛniŋspɔ:ukasœpn̥
almenningseign,almɛniŋkseikn̥
almenningseigu,almɛniŋsɛjɣʏ
almenningshlaupa,almɛniŋsl̥œipa
almenningssamgangna,almɛniŋksamkaŋkna
almenningssamgöngum,almɛniŋksamkœiŋkʏm
almenningssamgöngur,almɛniŋksamkœiŋkʏr
almenningssjóðunum,almɛniŋsjɔ:uðɔnʏm
almenningstindur,almɛniŋstɪntʏr
almenningur,almɛniŋkʏr
almennir,almɛnɪr
almennra,almɛnra
almennrar,almɛnrar
almennri,almɛnrɪ
almenns,almɛns
almennt,almɛn̥t
almennu,almɛnʏ
almennum,almɛnʏm
almennur,almɛnʏr
almúgann,almuɣan
almúgans,almuɣans
almúginn,almujɪn
almættið,almaihtɪð
almættinu,almaihtɪnʏ
alnæmi,alnaimɪ
alnæmis,alnaimɪs
alnæmisfaraldrinum,alnajmɪsfa:raltrɪnʏm
Alnæmissamtökin,alnaimɪsamtœcɪn
aloe,a:louɛ
alpagreinar,al̥pakreinar
alpagreinum,al̥pakreinʏm
alpaklúbbsins,al̥pakʰlupsɪns
alpaklúbburinn,al̥pakʰlupʏrɪn
alrangt,alrauŋ̊t
alríkislögreglan,alricɪstlœɣrɛklan
alríkislögreglunnar,alricɪstlœɣrɛklʏnar
alræði,alraiðɪ
alræmda,alraimta
alræmdi,alrajmtɪ
alræmdu,alraimtʏ
alræmdur,alraimtʏr
als,als
alsett,alsɛht
alsettum,a:lsɛhtʏm
alsettur,alsɛhtʏr
Alsír,alsir
alskegg,alscɛk
alsnjóa,a:lstnjoua
alsoddi,alsɔtɪ
alstaðar,alstaðar
alsæll,alsaitl̥
alsælu,alsailʏ
alt,al̥t
altalandi,a:lta:lantɪ
altari,al̥tarɪ
altarið,al̥tarɪð
altarinu,al̥tarɪnʏ
altaris,al̥tarɪs
altarisganga,al̥tarɪskauŋka
altarisgöngu,al̥tarɪskœiŋkʏ
altarissakramentið,al̥tarɪsakramɛn̥tɪð
altarissakramentinu,al̥tarɪsakramɛn̥tɪnʏ
altarissveinn,al̥tarɪsveitn̥
altaristöfluna,al̥tarɪstœplʏna
altekið,altɛcɪð
altekin,altɛcɪn
altekinn,altɛcɪn
alténd,altjɛn̥t
altsvo,al̥tsɔ
alúð,a:luð
alúðlegur,a:luðlɛɣʏr
alvara,alvara
alvaran,alvaran
alvarleg,alvarlɛɣ
alvarlega,alvarlɛɣa
alvarlegan,alvarlɛɣan
alvarlegar,alvarlɛɣar
alvarlegasta,alvarlɛɣasta
alvarlegir,alvarleijɪr
alvarlegra,alvarlɛɣra
alvarlegri,alvarlɛɣrɪ
alvarlegs,alvarlɛxs
alvarlegt,alvarlɛxt
alvarlegu,alvarlɛɣʏ
alvarlegum,alvarlɛɣʏm
alvarlegur,alvarlɛɣʏr
alvarlegustu,alvarlɛɣʏstʏ
alvarleika,alvarlei:ka
alveg,alvɛɣ
alveldi,alvɛltɪ
alversta,alvɛr̥sta
Alviðru,alvɪðrʏ
alvitur,alvɪtʏr
alvæpni,alvaihpnɪ
alvöru,alvœrʏ
alvörugefin,alvœrʏcɛvɪn
alvörugefinn,alvœrʏcɛvɪn
alvörugefni,alvœrʏcɛpnɪ
alvörumál,alvœrʏmau:l
alvöruna,alvœrʏna
alvörunni,alvœrʏnɪ
alvörupabba,alvœrʏpapa
alvörusamninga,alvœrʏsamniŋka
alvörusvip,alvœrʏsvɪ:p
alvöruþunga,alvœrʏθuŋka
Alzheimer,alshaimɛr
alþekkt,alθɛxt
Alþingi,alθiɲcɪ
Alþingis,alθiɲcɪs
Alþingishúsið,alθiɲcshu:sɪð
alþingiskosningar,alθiɲcɪskɔstniŋkar
alþingiskosningum,alθiɲcɪskɔstniŋkʏm
alþingismaður,alθiɲcɪsma:ðʏr
alþingismanna,alθiɲcɪsmana
alþingismanni,alθiɲcɪsmanɪ
alþingismanns,alθiɲcɪsmans
alþingismenn,alθiɲcɪsmɛn
alþingismönnum,alθiɲcɪsmœnʏm
alþjóð,alθjouð
alþjóða,alθjouða
Alþjóðabankans,alθjouðapauŋ̊kans
Alþjóðabankinn,alθjouðapaŋ̊cɪn
alþjóðagjaldeyrissjóðsins,alθjouðacalteirɪsjouðsɪns
alþjóðagjaldeyrissjóðurinn,alθjouðacalteirɪsjouðʏrɪn
alþjóðahvalveiðiráðsins,alθjouðakvalveiðɪrauðsɪns
alþjóðalögum,alθjouðalœ:ɣʏm
alþjóðamarkaði,alθjouðamar̥kaðɪ
alþjóðamál,alθjouðamau:l
alþjóðamálum,alθjouðamau:lʏm
alþjóðasamfélagið,alθjouðasamfjɛlaijɪð
alþjóðasamfélaginu,alθjouðasamfjɛlaijɪnʏ
alþjóðasamfélagsins,alθjouðasamfjɛlaxsɪns
alþjóðasamninga,alθjouðasamniŋka
alþjóðastofnana,alθjouðastɔpnana
alþjóðasveitanna,alθjouðasvei:tana
alþjóðasveitirnar,alθjouðasvei:tɪtnar
alþjóðasveitunum,alθjouðasvei:tɔnʏm
alþjóðavettvangi,alθjouðavɛhtvauɲcɪ
alþjóðavísu,alθjouðavi:sʏ
alþjóðavæðing,alθjouðavai:ðiŋk
alþjóðavæðingar,alθjouðavai:ðiŋkar
alþjóðavæðingu,alθjouðavai:ðiŋkʏ
alþjóðleg,alθjouðlɛɣ
alþjóðlega,alθjouðlɛɣa
alþjóðlegan,alθjouðlɛɣan
alþjóðlegar,alθjouðlɛɣar
alþjóðlegi,alθjouðleijɪ
alþjóðlegir,alθjouðleijɪr
alþjóðlegra,alθjouðlɛɣra
alþjóðlegrar,alθjouðlɛɣrar
alþjóðlegri,alθjouðlɛɣrɪ
alþjóðlegs,alθjouðlɛxs
alþjóðlegt,alθjouðlɛxt
alþjóðlegu,alθjouðlɛɣʏ
alþjóðlegum,alθjouðlɛɣʏm
alþjóðlegur,alθjouðlɛɣʏr
alþýða,alθiða
alþýðan,alθiðan
alþýðu,alθiðʏ
Alþýðubandalagið,alθiðʏpantalaijɪð
Alþýðubandalaginu,alθiðʏpantalaijɪnʏ
Alþýðubandalagsins,alθiðʏpantalaxsɪns
Alþýðublaðið,alθiðʏpla:ðɪð
Alþýðublaðinu,alθiðʏpla:ðɪnʏ
Alþýðuflokksins,alθiðʏflɔhksɪns
alþýðufylkingarinnar,alθiðʏfɪl̥ciŋkarɪnar
Alþýðuhúsinu,alθiðʏhu:sɪnʏ
alþýðunnar,alθiðʏnar
alþýðunni,alθiðʏnɪ
Alþýðusambandið,alθiðʏsampantɪð
Alþýðusambands,alθiðʏsampants
Alþýðusambandsins,alθiðʏsampantsɪns
ama,a:ma
amaði,a:maðɪ
amalegt,a:malɛxt
Amalía,a:malija
Amalíu,a:malijʏ
Amanda,a:manta
amar,a:mar
amasónar,a:masounar
amast,a:mast
ambassadorinn,ampasatɔrɪn
ambátt,ampauht
ambáttin,ampauhtɪn
ambáttir,ampauhtɪr
amen,a:mɛn
Ameríka,a:mɛrika
Ameríkana,a:mɛrika:na
Ameríkanar,a:mɛrika:nar
Ameríkanarnir,a:mɛrikan:atnɪr
Ameríkani,a:mɛrika:nɪ
Ameríkaninn,a:mɛrika:nɪn
Ameríku,a:mɛrikʏ
Ameríkumaðurinn,a:mɛrikʏma:ðʏrɪn
amerísk,a:mɛrisk
ameríska,a:mɛriska
amerískan,a:mɛriskan
amerískar,a:mɛriskar
ameríski,a:mɛriscɪ
amerískir,a:mɛriscɪr
amerískri,a:mɛriskrɪ
amerískt,a:mɛrist
amerísku,a:mɛriskʏ
amerískum,a:mɛriskʏm
amerískur,a:mɛriskʏr
ametyst,a:mɛtɪst
amfetamín,amfɛtami:n
amfetamíni,amfɛtami:nɪ
amfetamínneytendur,amfɛtaminɛ:jtɛntʏr
amfetamíns,amfɛtamins
amma,ama
amman,aman
amper,am̥pɛr
Amsterdam,amstɛrtam
amstri,amstrɪ
amstur,amstʏr
amtbókasafninu,am̥tpoukasapnɪnʏ
amtmaður,am̥tmaðʏr
amtmanni,am̥tmanɪ
amtmanns,am̥tmans
amtmannsins,am̥tmansɪns
Amtsbókasafnið,am̥tspoukasapnɪð
an,a:n
ana,a:na
ananas,a:nanas
anarkismi,a:narcɪsmɪ
anarkista,a:narcɪsta
anarkistar,a:narcɪstar
anda,anta
andað,antað
andaði,antaðɪ
andaðist,antaðɪst
andaðu,antaðʏ
andafjör,antafjœ:r
andagift,antacɪft
andakílsbrautinni,antacʰilsprœitɪnɪ
andakt,antaxt
andaktugur,antaxtʏɣʏr
Andalúsíu,antalusijʏ
andann,antan
andans,antans
andanum,antanʏm
andapollinn,antapʰɔtlɪn
andar,antar
andardrátt,antartrauht
andardráttinn,antartrauhtɪn
andardráttur,antartrauhtʏr
andardrátturinn,antartrauhtʏrɪn
andardrættinum,antartraihtɪnʏm
andarnir,antatnɪr
andarslitrunum,antarstlɪtrɔnʏm
andartak,antarta:k
andartaki,antarta:cɪ
andartakið,antarta:cɪð
andartaks,antartaks
andartaksins,antartaksɪns
andartaksstund,antartakstʏnt
andartaksþögn,antartaksθœkn̥
andartegundum,antartʰɛ:ɣʏntʏm
andartök,antartœ:k
andartökum,antartœ:kʏm
andarunga,antaruŋka
andarvarp,antarvar̥p
andast,antast
andavatn,antavahtn̥
andblæ,antplai
andblæinn,antplaijɪn
andblær,antplair
anddyri,antɪrɪ
anddyrið,antɪrɪð
anddyrinu,antɪrɪnʏ
Anders,antɛr̥s
Andersen,antɛr̥sɛn
Andersens,antɛr̥sɛns
Andersson,antɛr̥sɔ:n
andes,antɛs
andesfjöllin,antɛsfjœtlɪn
andey,antɛj
andfuglum,antfʏklʏm
andfúll,antfutl̥
andhéri,antçɛ:rɪ
andhverfu,antkvɛrvʏ
andi,antɪ
andinn,antɪn
andkommúnista,antkʰɔmunɪsta
andköf,antkœv
andköfum,antkœvʏm
andlát,antlaut
andláti,antlautɪ
andlátið,antlautɪð
andláts,antlauts
andleg,antlɛɣ
andlega,antlɛɣa
andlegan,antlɛɣan
andlegar,antlɛɣar
andlegir,antleijɪr
andlegra,antlɛɣra
andlegrar,antlɛɣrar
andlegri,antlɛɣrɪ
andlegs,antlɛxs
andlegt,antlɛxt
andlegu,antlɛɣʏ
andlegum,antlɛɣʏm
andlegur,antlɛɣʏr
andleysið,antlɛjsɪð
andlit,antlɪt
andliti,antlɪtɪ
andlitið,antlɪtɪð
andlitin,antlɪtɪn
andlitinu,antlɪtɪnʏ
andlits,antlɪts
andlitsdrætti,antlɪtstraihtɪ
andlitsdrættir,antlɪtstraihtɪr
andlitsdrættirnir,antlɪtstraihtɪtnɪr
andlitsins,antlɪtsɪns
andlitslitir,antlɪtstlɪ:tɪr
andlitslyftingu,antlɪtstlɪftiŋkʏ
andlitslyftur,antlɪtstlɪftʏr
andlitsmynd,antlɪtsmɪnt
andlitssnyrtingu,antlɪtstnɪr̥tiŋkʏ
andlitssvip,antlɪtsvɪ:p
andlitsvatn,antlɪtsvahtn̥
andlitsvatnið,antlɪtsvahtnɪð
andlitum,antlɪtʏm
andmæla,antmaila
andmæli,antmailɪ
andmælt,antmail̥t
andmælti,antmail̥tɪ
andmælum,antmailʏm
andnauð,antnœjð
Andorra,antɔra
andóf,antouv
Andra,antra
andrá,antrau
andráin,antrauɪn
andránni,antraunɪ
Andrea,antrɛa
Andreas,antrɛas
Andreu,antrɛu
Andrés,antrjɛs
Andrésar,antrjɛsar
Andrésdóttir,antrjɛstouhtɪr
Andrésdóttur,antrjɛstouhtʏr
Andrési,antrjɛsɪ
Andrésson,antrjɛsɔ:n
Andréssonar,antrjɛsɔ:nar
Andri,antrɪ
andríkur,antrikʏr
andrúmsloft,antrumstlɔft
andrúmslofti,antrumstlɔftɪ
andrúmsloftið,antrumstlɔftɪð
andrúmsloftinu,antrumstlɔftɪnʏ
andskáldsöguna,antskaultsœɣʏna
andskota,anskɔta
andskotann,anskɔtan
andskotans,anskɔtans
andskotar,anskɔtar
andskotast,anskɔtast
andskoti,anskɔtɪ
andskotinn,anskɔtɪn
andsnúinn,antstnuɪn
andsnúnir,antstnunɪr
andspyrnu,antspɪtnʏ
andspyrnulítið,antspɪrtnʏli:tɪð
andspænis,antspainɪs
andstaða,antstaða
andstaðan,antstaðan
andstreymi,antstreimɪ
andstutt,antstʏht
andstyggð,antstɪɣð
andstyggðar,antstɪɣðar
andstyggilega,antstɪcɪlɛɣa
andstyggilegt,antstɪcɪlɛ:xt
andstyggilegu,antstɪcɪlɛɣʏ
andstyggilegur,antstɪcɪlɛɣʏr
andstæð,antstaið
andstæða,antstaiða
andstæðar,antstaiðar
andstæðing,antstaiðiŋk
andstæðinga,antstaiðiŋka
andstæðinganna,antstaiðiŋkana
andstæðingar,antstaiðiŋkar
andstæðingarnir,antstaiðiŋkatnɪr
andstæðinginn,antstaiðiɲcɪn
andstæðingum,antstaiðiŋkʏm
andstæðingur,antstaiðiŋkʏr
andstæðingurinn,antstaiðiŋkʏrɪn
andstæðir,antstajðɪr
andstæðu,antstaiðʏ
andstæðum,antstaiðʏm
andstæður,antstaiðʏr
andstætt,antstaiht
andstöðu,antstœðʏ
andstöðuflokkur,antstœðʏflɔhkʏr
andsvar,antsvar
andúð,antuð
andúðar,antuðar
andúðin,antuðɪn
andvaka,antvaka
andvana,antvana
andvara,antvara
andvari,antvarɪ
andvarpaði,antvar̥paðɪ
andvarpandi,antvar̥pantɪ
andvarpi,antvar̥pɪ
andvirði,antvɪrðɪ
andvíg,antviɣ
andvígir,antvijɪr
andvígur,antviɣʏr
andvörpum,antvœr̥pʏm
andæfa,antaiva
ang,aŋk
anga,aŋka
angan,aŋkan
angandi,aŋkantɪ
anganin,aŋkanɪn
angar,aŋkar
Angela,ancɛla
Angelu,ancɛlʏ
angi,aɲcɪ
anginn,auɲcɪn
angist,aɲcɪst
angistar,aɲcɪstar
angistarfull,aɲcɪstarfʏtl̥
Angóla,aŋkoula
angra,aŋkra
angraði,aŋkraðɪ
angrar,aŋkrar
angri,aŋkrɪ
angur,aŋkʏr
angurfull,auŋkʏrfʏtl̥
angurværð,aŋkʏrvairð
angurvært,aŋkʏrvair̥t
angurværu,aŋkʏrvai:rʏ
Aníta,a:nita
Anítu,a:nitʏ
Anja,anja
Ankara,aŋ̊kara
ankeri,ahcɛ:rɪ
ann,an
Anna,ana
annað,anað
annaðhvort,anaðkvɔr̥t
annaðist,anaðɪst
annan,anan
annar,anar
annarleg,anarlɛɣ
annarlega,anarlɛɣa
annarlegri,anarlɛɣrɪ
annarlegt,anarlɛxt
annarlegu,anarlɛɣʏ
annarlegum,anarlɛɣʏm
annarra,anara
annarrar,anarar
annarri,anarɪ
annars,anar̥s
annarskonar,anar̥skɔnar
annarsstaðar,anar̥staðar
annarsvegar,anar̥svɛɣar
annast,anast
annálaður,anaulaðʏr
Anni,anɪ
Annika,anɪhka
Anniku,anɪkʏ
annir,anɪr
annist,anɪst
annmarka,anmar̥ka
annmarkar,anmar̥kar
annmörkum,anmœr̥kʏm
annríki,anricɪ
annríkt,anrixt
annt,an̥t
ansa,ansa
ansaði,ansaðɪ
ansar,ansar
ansi,ansɪ
antí,an̥ti
Anton,an̥tɔn
antons,an̥tɔns
Antonsdóttir,an̥tɔnstouhtɪr
Antonsson,an̥tɔnsɔ:n
apa,a:pa
apalhraun,a:palr̥œjn
apar,a:par
apasýningar,a:pasi:niŋkar
apategundar,a:patɛ:ɣʏntar
api,a:pɪ
apolló,ahpɔlou
apótek,a:poutɛ:k
apóteka,a:poutɛ:ka
apótekanna,a:poutɛ:kana
apótekaraeyju,a:poutɛ:karaei:jʏ
apótekið,a:poutɛ:cɪð
apótekinu,a:poutɛ:cɪnʏ
apótekum,a:poutɛ:kʏm
apparat,ahparat
appelsín,ahpɛlsin
appelsínu,ahpɛlsinʏ
appelsínuberki,ahpɛlsinʏpɛr̥cɪ
appelsínugljáð,ahpɛlsinʏklja:uð
appelsínugul,ahpɛlsinʏkʏ:l
appelsínugula,ahpɛlsinʏkʏ:la
appelsínugult,ahpɛlsinʏkʏl̥t
appelsínugulum,ahpɛlsinʏkʏ:lʏm
appelsínuhúð,ahpɛlsinʏhu:ð
appelsínum,ahpɛlsinʏm
appelsínur,ahpɛlsinʏr
appelsínurnar,ahpɛlsinʏtnar
appelsínusafa,ahpɛlsinʏsa:va
